32691.4,0.3,0,0,-0.037617,-0.404298,-0.0515226,0,0,0,0,0,0
32692.3,0.3,15,0,-0.0423191,-0.404298,-0.0515226,0,0,0,0,0,0
32693.3,0.3,15,0,-0.0423191,-0.403185,-0.0572728,0,0,0,0,0,0
32694.3,0.3,15,0,-0.0423191,-0.403185,-0.0579629,0,0,0,0,0,0
32695.3,0.3,15,0,-0.0423191,-0.401517,-0.0648632,0,0,0,0,0,0
32696.3,0.3,15,0,-0.0423191,-0.401517,-0.0558928,0,0,0,0,0,0
32697.3,0.3,25,0,-0.0423191,-0.400961,-0.0526726,0,0,0,0,0,0
32698.3,0.3,25,0,-0.0423191,-0.399293,-0.0632531,0,0,0,0,0,0
32699.3,0.3,25,0,-0.0423191,-0.407634,-0.0632531,0,0,0,0,0,0
32700.3,0.3,25,0,-0.0423191,-0.40541,-0.0632531,0,0,0,0,0,0
32701.3,0.3,25,0,-0.0423191,-0.407078,-0.0538227,0,0,0,0,0,0
32702.3,0.3,25,0,-0.0517233,-0.411527,-0.0517526,0,0,0,0,0,0
32703.3,0.3,-5,210,-0.0517233,-0.412639,-0.0517526,0,0,0,0,0,0
32704.3,0.3,-5,210,-0.0517233,-0.412083,-0.0517526,0,0,0,0,0,0
32705.3,0.3,-5,326,-0.0517233,-0.412083,-0.0572728,0,0,0,0,0,0
32706.3,0.3,-5,198,-0.0517233,-0.412083,-0.0572728,0,0,0,0,0,0
32707.3,0.28,-10,198,-0.0470212,-0.410971,-0.0572728,0,0,0,0,0,0
32708.3,0.28,-10,92,-0.0517233,-0.410971,-0.0572728,0,0,0,0,0,0
32709.3,0.28,-10,128,-0.0517233,-0.410415,-0.0572728,0,0,0,0,0,0
32710.3,0.28,-10,128,-0.0517233,-0.410415,-0.0572728,0,0,0,0,0,0
32711.3,0.28,-10,-2,-0.0517233,-0.412083,-0.0572728,0,0,0,0,0,0
32712.3,0.26,-55,-2,-0.0517233,-0.414864,-0.0572728,0,0,0,0,0,0
32713.3,0.26,-5,179,-0.0517233,-0.409859,-0.0572728,0,0,0,0,0,0
32714.3,0.26,-5,175,-0.0517233,-0.409859,-0.0572728,0,0,0,0,0,0
32715.3,0.26,-5,175,-0.0517233,-0.418201,-0.0535927,0,0,0,0,0,0
32716.3,0.27,-5,282,-0.0517233,-0.416532,-0.0535927,0,0,0,0,0,0
32717.3,0.27,-10,282,-0.0517233,-0.426542,-0.0542827,0,0,0,0,0,0
32718.3,0.27,-10,376,-0.0517233,-0.42543,-0.0575029,0,0,0,0,0,0
32719.3,0.27,-10,408,-0.0517233,-0.424318,-0.0575029,0,0,0,0,0,0
32720.3,0.28,-10,408,-0.0517233,-0.42543,-0.0575029,0,0,0,0,0,0
32721.3,0.28,70,432,-0.0517233,-0.420981,-0.0575029,0,0,0,0,0,0
32722.3,0.28,70,414,-0.0517233,-0.420425,-0.061183,0,0,0,0,0,0
32723.3,0.28,65,414,-0.0517233,-0.420425,-0.060033,0,0,0,0,0,0
32724.4,0.28,65,463,-0.0470212,-0.421537,-0.0708435,0,0,0,0,0,0
32725.4,0.28,65,432,-0.0470212,-0.426542,-0.0687734,0,0,0,0,0,0
32726.4,0.28,65,432,-0.0517233,-0.423762,-0.0696935,0,0,0,0,0,0
32727.4,0.28,65,464,-0.0517233,-0.42265,-0.0699235,0,0,0,0,0,0
32728.4,0.28,65,533,-0.0517233,-0.423206,-0.0625631,0,0,0,0,0,0
32729.4,0.29,65,533,-0.0517233,-0.42265,-0.0625631,0,0,0,0,0,0
32730.4,0.29,115,687,-0.0517233,-0.42265,-0.0692334,0,0,0,0,0,0
32731.4,0.29,115,728,-0.0517233,-0.42265,-0.0692334,0,0,0,0,0,0
32732.4,0.29,115,728,-0.0517233,-0.42543,-0.0729136,0,0,0,0,0,0
32733.4,0.29,115,724,-0.0517233,-0.42543,-0.0685434,0,0,0,0,0,0
32734.4,0.29,115,796,-0.0517233,-0.42543,-0.0752137,0,0,0,0,0,0
32735.4,0.29,115,796,-0.0517233,-0.42543,-0.0752137,0,0,0,0,0,0
32736.4,0.29,115,842,-0.0517233,-0.42543,-0.0752137,0,0,0,0,0,0
32737.4,0.31,115,858,-0.0517233,-0.42543,-0.0703835,0,0,0,0,0,0
32738.4,0.28,115,858,-0.0470212,-0.457685,-0.0703835,0,0,0,0,0,0
32739.4,0.27,70,509,-0.0470212,-0.457685,-0.0703835,0,0,0,0,0,0
32740.4,0.28,70,509,-0.0470212,-0.447119,-0.0749837,0,0,0,0,0,0
32741.4,0.28,145,663,-0.0470212,-0.439889,-0.0763638,0,0,0,0,0,0
32742.4,0.27,145,663,-0.0470212,-0.439889,-0.0763638,0,0,0,0,0,0
32743.4,0.27,120,540,-0.0517233,-0.438777,-0.080504,0,0,0,0,0,0
32744.4,0.28,120,540,-0.037617,-0.424874,-0.0908545,0,0,0,0,0,0
32745.4,0.28,155,559,-0.037617,-0.42543,-0.0874043,0,0,0,0,0,0
32746.4,0.28,155,559,-0.037617,-0.420981,-0.0874043,0,0,0,0,0,0
32747.4,0.29,155,680,-0.037617,-0.416532,-0.0874043,0,0,0,0,0,0
32748.4,0.28,155,680,-0.037617,-0.414308,-0.0874043,0,0,0,0,0,0
32749.4,0.25,150,701,-0.037617,-0.414308,-0.0874043,0,0,0,0,0,0
32750.4,0.28,150,701,-0.037617,-0.414308,-0.0874043,0,0,0,0,0,0
32751.4,0.28,150,701,-0.037617,-0.414864,-0.0874043,-0.00433333,95.6667,330.85,0.0100312,0.0040782,-0.0220619
32752.4,0.29,270,1173,-0.0329148,-0.410971,-0.103505,0.006,213.167,791.167,0.0147333,0.00814713,-0.0375647
32753.4,0.28,275,1167,-0.0329148,-0.412083,-0.103505,-0.00383333,213.917,765.617,0.0145766,0.00714611,-0.0366983
32754.4,0.27,275,1167,-0.0329148,-0.412083,-0.109945,-0.0135,209.583,746.167,0.0144198,0.00729441,-0.0423681
32755.4,0.26,370,1395,-0.0329148,-0.41542,-0.103045,-0.023,300.25,954.717,0.0142631,0.004106,-0.0346014
32756.4,0.28,370,1395,-0.0329148,-0.41542,-0.103045,-0.00233333,294.333,931.467,0.0141064,0.00433772,-0.033965
32757.4,0.28,455,1764,-0.0329148,-0.412083,-0.108335,-0.002,373.417,1277.22,0.0139496,0.00790614,-0.0384694
32758.4,0.28,455,2050,-0.0329148,-0.411527,-0.106955,-0.00166667,366.25,1533.82,0.0137929,0.00864763,-0.0361616
32759.4,0.28,455,2050,-0.0329148,-0.407078,-0.116156,-0.00133333,359.083,1499.65,0.0136361,0.0133005,-0.0446337
32760.4,0.29,455,2101,-0.0329148,-0.41542,-0.116156,0.009,351.917,1516.48,0.0134794,0.00494945,-0.043752
32761.4,0.29,475,2106,-0.0329148,-0.411527,-0.122596,0.00916667,364.75,1486.47,0.0133227,0.00900911,-0.0493106
32762.4,0.29,475,2106,-0.0329148,-0.410415,-0.122596,0.00933333,357.25,1451.37,0.0131659,0.0101955,-0.0481644
32763.4,0.29,475,2252,-0.0329148,-0.411527,-0.122596,0.0095,349.75,1562.27,0.0128525,0.00906472,-0.0469837
32764.4,0.3,515,2346,-0.0329148,-0.411527,-0.122596,0.0196667,381.75,1622.23,0.012539,0.00904618,-0.0458029
32765.4,0.3,515,2346,-0.0329148,-0.409303,-0.122596,0.0196667,373.083,1586.63,0.0122255,0.0112614,-0.0446222
32766.4,0.3,515,2311,-0.0329148,-0.413752,-0.122596,0.0196667,364.417,1517.97,0.011912,0.0067661,-0.0435335
32767.4,0.3,515,2311,-0.0282127,-0.413196,-0.121446,0.0196667,355.75,1482.75,0.0163007,0.00735002,-0.0412947
32768.4,0.3,515,2335,-0.0329148,-0.413196,-0.118226,0.0193333,347,1471.53,0.0112851,0.0073871,-0.037005
32769.4,0.28,515,2176,-0.037617,-0.422093,-0.116386,-0.001,338.25,1275.15,0.00626949,-0.00147371,-0.034149
32770.4,0.28,515,2176,-0.0329148,-0.42265,-0.127656,-0.001,329.5,1241.02,0.0107365,-0.00183519,-0.0444344
