32379.6,0,0,0,0.0521302,-0.32343,0.315542
32380.6,0,0,0,0.0521302,-0.32343,0.315542
32381.6,0,0,0,0.0521302,-0.32343,0.315542
32382.6,0,0,0,0.0521302,-0.32343,0.315542
32383.6,0,0,0,0.0521302,-0.32343,0.315772
32384.6,0,0,0,0.0521302,-0.32343,0.315772
32385.6,0,0,0,0.0521302,-0.32343,0.315772
32386.6,0,0,0,0.0521302,-0.32343,0.315772
32387.6,0,0,0,0.0521302,-0.32343,0.315772
32388.6,0,0,0,0.0521302,-0.32343,0.315772
32389.6,0,0,0,0.0521302,-0.32566,0.315772
32390.6,0,0,0,0.0521302,-0.32566,0.315772
32391.6,0,0,0,0.0521302,-0.32566,0.315772
32392.6,0,0,0,0.0521302,-0.32566,0.315772
32393.6,0,0,0,0.0521302,-0.32566,0.315772
32394.6,0,0,0,0.0521302,-0.32566,0.315542
32395.6,0,0,0,0.0521302,-0.362464,0.315542
32396.6,0,0,0,0.0521302,-0.370829,0.315542
32397.6,0,0,0,0.0521302,-0.370829,0.315542
32398.6,0,0,0,0.0521302,-0.371387,0.315542
32399.6,0,0,0,0.0521302,-0.373059,0.315542
32400.6,0,0,0,0.0521302,-0.380866,0.3121
32401.6,0,0,0,0.0568693,-0.379193,0.314395
32402.6,0,0,0,0.0521302,-0.367483,0.303838
32403.6,0,0,0,0.0568693,-0.367483,0.309575
32404.6,0,0,0,0.0616085,-0.367483,0.309805
32405.6,0,0,0,0.0521302,-0.367483,0.309805
32406.6,0,0,0,0.0568693,-0.367483,0.309805
32407.6,0,0,0,0.0521302,-0.365252,0.309805
32408.6,0,0,0,0.0521302,-0.365252,0.315313
32409.6,0,0,0,0.0568693,-0.367483,0.315313
32410.6,0,0,0,0.0521302,-0.367483,0.315313
32411.6,0,0,0,0.0473911,-0.367483,0.315313
32412.6,0,0,0,0.0473911,-0.367483,0.315313
32413.6,0,0,0,0.0473911,-0.367483,0.324951
32414.6,0,0,0,0.0473911,-0.367483,0.315772
32415.6,0,0,0,0.0473911,-0.367483,0.315772
32416.6,0,0,0,0.0568693,-0.361349,0.315772
32417.6,0,0,0,0.0521302,-0.361349,0.315772
32418.6,0,0,0,0.0521302,-0.361349,0.313706
32419.6,0,0,0,0.0521302,-0.361349,0.313706
32420.6,0,0,0,0.0521302,-0.351312,0.304297
32421.6,0,0,0,0.0521302,-0.350754,0.304297
32422.6,0,0,0,0.0521302,-0.339601,0.310264
32423.6,0,0,0,0.0521302,-0.339044,0.307051
32424.6,0,0,0,0.0521302,-0.339601,0.307051
32425.6,0,0,0,0.0521302,-0.336813,0.307051
32426.6,0,0,0,0.0568693,-0.328448,0.299019
32427.6,0,0,0,0.0568693,-0.320642,0.299019
