47943.2,-1.25,0,0,-0.326041,-1.03632,1.14835
47944.2,-1.25,0,0,-0.326041,-1.03412,1.14835
47945.2,-1.24,0,0,-0.326041,-1.03742,1.14835
47946.2,-1.24,5,0,-0.326041,-1.03193,1.14835
47947.2,-1.24,5,0,-0.326041,-1.03248,1.14835
47948.2,-1.24,5,0,-0.326041,-1.04017,1.14835
47949.2,-1.24,5,0,-0.330766,-1.03412,1.15342
47950.2,-1.24,5,0,-0.330766,-1.03357,1.15342
47951.2,-1.24,15,-165,-0.330766,-1.03302,1.15342
47952.2,-1.24,15,-165,-0.330766,-1.03302,1.15342
47953.2,-1.24,15,-242,-0.330766,-1.03577,1.15342
47954.2,-1.23,15,-242,-0.326041,-1.03138,1.14512
47955.2,-1.23,85,131,-0.326041,-1.03302,1.14512
47956.2,-1.23,85,-146,-0.326041,-1.03193,1.14512
47957.2,-1.23,85,-146,-0.326041,-1.03138,1.13958
47958.2,-1.23,85,-75,-0.326041,-1.03138,1.13958
47959.2,-1.23,85,-200,-0.326041,-1.03138,1.13958
47960.2,-1.23,85,-200,-0.326041,-1.03467,1.14581
47961.2,-1.23,85,-444,-0.326041,-1.03467,1.14581
47962.2,-1.23,85,-420,-0.330766,-1.03357,1.14581
47963.2,-1.23,85,-420,-0.326041,-1.03302,1.14581
47964.2,-1.23,85,-133,-0.326041,-1.03302,1.14581
47965.2,-1.23,85,-511,-0.326041,-1.03357,1.14581
47966.2,-1.23,85,-511,-0.326041,-1.03248,1.14581
47967.2,-1.23,85,-502,-0.326041,-1.03193,1.14581
47968.2,-1.23,85,-481,-0.326041,-1.03193,1.14096
47969.2,-1.23,85,-481,-0.326041,-1.03193,1.14558
47970.2,-1.23,85,-374,-0.321316,-1.03138,1.14558
47971.2,-1.23,85,-528,-0.330766,-1.03412,1.14558
47972.2,-1.24,85,-528,-0.330766,-1.03357,1.14558
47973.2,-1.24,-45,-386,-0.330766,-1.03797,1.14558
47974.2,-1.24,-45,-424,-0.330766,-1.03412,1.14558
47975.2,-1.24,-45,-424,-0.330766,-1.03302,1.14558
47976.2,-1.24,-45,43,-0.330766,-1.03357,1.14558
47977.2,-1.24,-45,10,-0.330766,-1.03357,1.14558
47978.2,-1.24,-45,10,-0.330766,-1.03302,1.14558
47979.2,-1.24,-45,17,-0.330766,-1.03302,1.14488
47980.2,-1.24,-45,-295,-0.330766,-1.03467,1.14488
47981.2,-1.24,-45,-295,-0.330766,-1.03357,1.14488
47982.2,-1.24,-45,-293,-0.330766,-1.03357,1.14488
47983.2,-1.24,-45,-290,-0.330766,-1.03357,1.14488
47984.2,-1.24,-45,-290,-0.330766,-1.03357,1.14488
47985.2,-1.24,-45,-342,-0.330766,-1.03357,1.14488
47986.2,-1.24,-60,-280,-0.330766,-1.03357,1.14488
47987.2,-1.24,-60,-280,-0.330766,-1.03357,1.14488
47988.2,-1.24,-60,-260,-0.330766,-1.03412,1.14488
47989.2,-1.24,-60,-368,-0.330766,-1.03467,1.15227
47990.2,-1.24,-60,-368,-0.330766,-1.03467,1.15227
47991.2,-1.24,-60,-287,-0.330766,-1.03412,1.15227
47992.2,-1.24,-60,-315,-0.330766,-1.03412,1.15065
47993.2,-1.24,-60,-315,-0.330766,-1.03467,1.15065
47994.2,-1.24,-60,-308,-0.330766,-1.03357,1.15065
47995.2,-1.24,-60,-333,-0.330766,-1.03412,1.15065
47996.2,-1.24,-60,-333,-0.330766,-1.03412,1.15065
47997.2,-1.24,-60,-303,-0.330766,-1.03412,1.15065
47998.2,-1.24,-60,-293,-0.330766,-1.03742,1.15065
47999.2,-1.24,-60,-293,-0.330766,-1.03357,1.15065
48000.2,-1.24,-60,-252,-0.330766,-1.03357,1.15065
48001.2,-1.24,-40,-312,-0.335491,-1.03742,1.15827
48002.2,-1.24,-40,-312,-0.335491,-1.03797,1.15827
48003.2,-1.25,-40,-541,-0.330766,-1.05172,1.15827
48004.2,-1.25,-70,-593,-0.330766,-1.05172,1.15827
48005.2,-1.25,-70,-593,-0.330766,-1.05117,1.15619
48006.2,-1.25,-70,-596,-0.330766,-1.05007,1.15619
48007.2,-1.25,-70,-523,-0.330766,-1.05007,1.15619
48008.2,-1.25,-70,-523,-0.330766,-1.04952,1.15619
48009.2,-1.25,-70,-531,-0.330766,-1.04952,1.15619
48010.2,-1.25,-70,-533,-0.330766,-1.05007,1.15619
48011.3,-1.25,-70,-533,-0.330766,-1.05007,1.15619
48012.2,-1.25,-70,-518,-0.330766,-1.05172,1.15942
